,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
412,Rae Bareli,1402.59,1724.27,261.58,63.65,1049.21,921.3,18.4,22.67,62.16,87.13,31.05,12.13,21.9,48.15,26.47,96.18,21.16,5.63,65.29,21.76,82.22,0.52,61.84,40.51,34.43,4.09,4.86,36.15,25.42,60.24,46.63,4.29,1.6,2.09,UP,Total,Central Zone
415,Farrukhabad,675.93,859.12,119.18,70.28,980.95,1001.51,30.34,24.6,66.51,90.38,30.18,24.35,22.92,44.1,17.16,84.26,9.19,4.2,43.52,17.51,51.95,1.59,38.62,23.35,22.11,7.45,6.93,49.12,23.37,38.71,27.01,7.08,3.22,5.39,UP,Total,Central Zone
418,Kannauj,599.3,742.22,104.14,66.19,988.38,1098.64,21.96,19.16,60.45,81.69,28.42,16.72,20.19,41.77,11.43,81.93,10.47,2.03,44.82,15.66,62.4,2.44,48.67,36.79,29.32,4.94,3.72,50.38,23.37,41.47,25.9,10.3,3.58,4.85,UP,Total,Central Zone
421,Etawah,574.13,737.03,103.38,72.51,934.7,813.12,28.71,26.87,74.57,87.53,38.94,22.81,24.42,57.2,24.21,83.99,7.41,2.66,60.09,31.38,75.16,1.87,53.8,32.21,17.07,3.8,3.32,53.15,22.66,40.03,28.23,9.39,3.65,6.56,UP,Total,Central Zone
424,Auraiya,551.57,614.2,87.91,71.8,944.15,831.94,35.57,27.29,72.66,86.07,40.65,19.0,29.72,36.16,11.65,84.75,3.07,0.71,22.27,3.63,69.23,6.23,34.01,41.59,29.59,1.75,3.13,43.6,22.8,80.14,67.42,6.36,2.42,3.1,UP,Total,Central Zone
427,Kanpur Dehat,734.05,783.54,138.12,66.55,884.88,1031.93,28.74,17.73,67.94,89.86,37.3,19.35,24.72,26.72,6.88,91.19,6.91,1.86,51.16,16.63,72.54,2.48,62.14,52.76,33.34,6.28,5.5,45.91,26.55,65.82,62.84,22.73,4.81,2.04,UP,Total,Central Zone
430,Kanpur Nagar,2377.19,2581.52,368.74,78.35,889.41,943.96,65.19,70.76,82.23,85.02,59.65,7.8,39.47,62.79,35.96,90.94,26.07,15.8,63.25,28.17,76.43,3.45,50.86,29.39,33.56,1.99,3.35,43.59,14.81,73.61,58.74,14.39,2.91,3.75,UP,Total,Central Zone
433,Jalaun,659.97,715.27,99.57,66.28,928.12,653.39,48.06,33.34,70.25,87.48,41.51,22.1,41.59,51.52,17.06,87.79,10.89,4.05,39.5,3.9,83.83,2.13,54.72,36.63,38.44,0.0,0.0,45.62,22.03,84.75,61.84,4.38,2.93,3.73,UP,Total,Central Zone
436,Jhansi,819.19,924.0,126.13,64.8,945.57,814.85,45.91,40.84,67.96,86.36,36.79,22.19,54.74,65.18,39.22,95.42,6.39,4.07,66.77,20.74,84.54,2.18,62.68,46.44,35.07,10.88,11.06,36.12,23.9,77.79,55.11,24.18,3.9,3.2,UP,Total,Central Zone
439,Lalitpur,542.79,573.07,87.19,59.22,928.02,926.47,19.92,18.18,55.11,84.07,24.0,49.29,59.18,62.11,27.02,96.93,11.83,2.42,68.09,19.09,84.52,0.88,61.05,55.63,40.18,11.78,10.75,40.72,26.86,75.76,47.61,25.83,4.44,0.86,UP,Total,Central Zone
442,Hamirpur,472.12,484.61,69.52,61.73,944.81,930.21,45.11,19.72,65.57,88.66,30.54,17.33,38.66,44.87,18.13,88.14,14.0,2.09,36.4,2.42,83.02,5.18,52.46,60.92,33.33,2.79,2.31,38.46,28.29,55.48,51.76,7.55,2.61,4.23,UP,Total,Central Zone
445,Mahoba,342.37,372.53,45.09,60.65,942.75,958.84,35.54,16.74,59.83,81.4,26.3,25.91,48.04,45.68,23.55,95.94,7.94,3.79,74.8,18.03,89.59,2.28,64.47,44.77,42.1,5.29,4.68,44.64,35.0,77.6,64.77,25.74,3.74,1.95,UP,Total,Central Zone
448,Banda,721.9,657.63,105.48,59.89,908.43,955.66,27.47,15.04,61.78,85.41,28.03,18.8,32.34,31.25,6.37,83.31,6.76,1.76,49.23,15.46,75.0,1.57,42.84,25.35,41.01,2.73,2.25,46.65,23.04,62.65,54.46,13.38,2.89,4.47,UP,Total,Central Zone
451,Chitrakoot,398.8,474.12,57.22,57.92,1033.95,967.97,15.82,11.59,51.64,79.27,21.98,31.13,39.94,41.18,16.25,90.77,17.27,2.27,58.77,20.08,74.06,3.97,67.73,46.37,34.55,13.17,14.51,50.9,33.09,72.45,67.68,3.95,2.38,2.78,UP,Total,Central Zone
454,Fatehpur,1073.19,1117.34,160.42,58.95,1007.61,799.01,26.55,17.62,61.28,80.47,32.58,14.22,17.99,38.92,9.58,85.07,6.24,1.86,38.95,13.22,69.0,1.1,48.37,36.55,25.11,3.72,4.29,52.39,31.0,43.95,40.15,15.01,2.78,6.7,UP,Total,Central Zone
457,Pratapgarh,1168.94,1579.49,159.18,62.2,1122.21,922.47,15.8,23.47,64.05,88.51,36.19,11.36,27.44,30.55,18.48,89.98,16.38,2.95,54.32,11.75,77.13,4.72,49.47,48.13,26.39,2.33,1.86,41.31,28.09,61.62,51.37,13.44,4.08,6.12,UP,Total,Central Zone
460,Kaushambi,595.81,703.27,92.79,51.13,1023.7,1020.03,18.72,18.62,44.43,74.59,20.04,20.03,24.37,26.53,12.25,82.27,9.69,2.42,52.67,14.54,72.5,2.68,37.08,39.78,30.56,0.0,0.0,50.09,34.33,67.4,58.41,12.9,2.5,4.01,UP,Total,Central Zone
463,Allahabad,2210.26,2913.88,365.44,64.49,1033.76,924.75,32.74,36.82,66.28,82.35,43.24,16.23,32.74,39.8,29.68,91.71,24.59,10.64,51.12,22.3,73.78,4.02,37.85,58.03,35.04,7.44,6.34,43.83,20.63,60.65,55.46,19.45,7.14,14.22,UP,Total,Central Zone
466,Bara Banki,1339.46,1479.45,200.2,58.81,1022.23,1054.5,20.26,27.85,54.31,61.68,25.72,22.54,21.79,45.83,23.64,79.72,9.93,3.62,47.04,12.29,62.52,2.27,40.13,43.01,34.32,3.63,3.29,51.53,28.52,43.93,38.19,23.18,4.06,6.73,UP,Total,Central Zone
469,Faizabad,885.13,1163.26,137.18,64.81,1056.84,917.94,24.22,24.53,63.46,83.35,35.97,26.94,24.9,44.77,20.05,87.49,7.73,3.11,66.65,18.95,78.56,2.73,48.45,40.44,26.85,3.17,2.83,49.9,29.93,63.47,60.67,12.46,6.41,9.15,UP,Total,Central Zone
472,Ambedkar Nagar,801.65,1241.68,155.98,67.23,1093.77,771.97,19.79,13.83,70.87,89.05,44.57,13.27,19.45,58.21,37.29,92.61,15.19,7.72,55.51,24.07,81.05,2.37,61.21,40.37,27.36,8.29,7.5,42.97,30.37,62.02,55.62,8.66,3.14,14.42,UP,Total,Central Zone
475,Sultanpur,1316.32,1701.18,195.99,61.12,1077.87,824.74,16.73,16.79,60.44,81.89,32.79,22.79,23.96,34.68,21.82,85.61,9.81,3.94,58.36,14.89,73.1,2.15,48.94,48.35,33.89,2.75,3.17,45.93,30.35,66.93,57.19,15.09,5.34,5.22,UP,Total,Central Zone
478,Bahraich,1309.8,1500.43,203.61,45.78,988.15,991.99,12.85,14.86,33.82,70.62,16.18,40.86,9.09,13.54,4.34,62.87,5.63,0.7,19.03,4.82,37.31,7.24,9.39,19.27,22.8,4.37,4.65,65.11,35.11,73.54,52.7,5.1,3.69,5.6,UP,Total,Central Zone
481,Shrawasti,414.72,483.15,49.95,42.74,1042.49,910.94,10.38,9.23,32.74,53.2,9.26,68.53,6.79,18.32,8.3,64.44,2.62,0.92,28.11,12.45,48.4,8.38,17.32,28.73,18.0,8.86,8.74,63.54,24.62,69.85,48.74,7.28,4.03,8.42,UP,Total,Central Zone
484,Balrampur,713.88,1010.42,108.98,46.16,1077.21,878.71,13.79,9.2,36.83,76.42,12.94,41.5,2.67,16.6,10.75,61.0,6.33,1.89,17.01,4.42,30.75,11.98,7.14,34.31,28.78,6.52,6.46,62.78,27.08,72.42,55.71,3.83,3.35,8.47,UP,Total,Central Zone
487,Gonda,1143.64,1566.86,180.19,54.94,1057.35,1051.4,11.14,19.13,46.1,72.81,20.59,48.61,11.68,20.67,13.5,73.0,5.85,1.96,34.56,5.75,55.77,4.48,36.82,40.48,13.28,5.83,6.32,56.94,28.97,72.64,54.42,7.83,2.87,4.59,UP,Total,Central Zone
490,Siddharthnagar,795.74,1108.49,119.07,56.33,1116.67,886.35,14.85,19.23,47.08,79.59,18.33,45.17,16.59,40.33,14.79,83.78,10.79,3.56,36.76,12.81,45.34,3.22,35.26,45.39,19.01,1.35,1.87,57.89,27.69,65.12,56.56,7.49,6.08,6.79,UP,Total,Central Zone
493,Basti,873.59,1218.81,128.94,59.99,1086.41,877.25,16.13,19.57,58.41,81.75,30.63,28.29,15.54,33.32,19.82,89.18,6.47,3.05,50.64,10.19,73.71,4.25,57.54,56.68,23.72,2.28,2.71,48.91,24.56,71.59,55.69,13.13,3.21,5.51,UP,Total,Central Zone
496,Sant Kabir Nagar,574.51,856.23,80.57,58.6,1136.76,903.21,15.16,17.95,56.01,78.87,27.95,31.82,15.64,45.68,32.24,91.36,6.46,4.52,56.84,24.55,68.75,5.32,43.28,45.18,29.16,6.46,7.04,50.45,26.41,69.07,50.88,11.79,3.61,12.97,UP,Total,Central Zone
499,Mahrajganj,979.15,1458.03,131.62,54.04,1092.58,880.38,19.41,18.05,47.13,81.99,20.21,48.18,27.15,32.7,25.22,87.57,21.9,9.77,44.86,15.14,61.63,4.99,41.74,60.96,35.02,6.67,6.33,53.25,28.5,58.75,48.09,15.06,6.19,12.83,UP,Total,Central Zone
502,Gorakhpur,1543.9,2127.28,255.74,68.14,1097.78,951.06,34.3,39.7,66.41,88.74,38.56,24.98,36.08,48.34,35.2,94.38,17.7,9.11,64.67,17.68,76.7,1.34,65.4,58.32,37.92,3.25,3.77,42.09,22.24,59.9,51.71,14.86,7.69,12.28,UP,Total,Central Zone
505,Kushinagar,1254.04,1892.72,176.39,58.77,1094.19,875.57,22.07,23.91,56.44,86.08,25.44,31.16,27.61,35.51,25.86,92.59,24.15,8.01,46.87,13.17,70.78,5.07,43.74,62.91,27.41,7.47,8.63,44.97,27.66,58.8,50.78,16.79,3.74,10.79,UP,Total,Central Zone
508,Deoria,1090.25,1575.13,153.03,64.2,1155.9,980.84,24.78,32.88,64.38,90.8,39.78,22.36,27.51,38.98,25.6,93.29,16.45,7.23,54.56,9.42,82.04,4.63,63.78,53.18,20.07,1.81,1.61,41.2,25.68,68.26,57.06,16.91,6.99,7.38,UP,Total,Central Zone
511,Azamgarh,1489.39,2167.29,263.84,68.34,1135.31,1017.59,24.66,24.03,70.74,87.48,46.99,11.03,26.59,46.22,23.71,88.67,10.53,5.56,67.9,14.71,84.26,2.04,35.2,40.19,26.17,4.26,6.43,39.99,26.55,61.84,59.28,13.39,8.45,12.78,UP,Total,Central Zone
514,Mau,739.17,1114.93,137.13,65.92,1092.13,869.79,26.62,20.74,67.61,83.14,40.73,13.98,22.41,57.07,39.04,91.97,6.56,4.78,55.59,23.04,77.74,5.76,46.37,30.4,22.53,10.68,10.09,40.87,25.83,61.25,53.34,9.75,3.75,13.86,UP,Total,Central Zone
517,Ballia,1096.75,1618.18,194.83,63.88,1064.17,909.12,24.09,23.59,65.02,94.6,36.7,20.21,25.54,59.52,37.74,89.33,10.07,7.96,56.83,23.0,73.61,6.73,43.76,31.25,25.11,9.94,10.73,39.57,21.57,60.17,48.58,11.88,4.1,13.71,UP,Total,Central Zone
520,Jaunpur,1413.58,2077.63,231.01,63.14,1115.07,832.87,24.12,21.54,67.43,91.54,39.5,18.85,28.25,44.84,28.34,90.7,17.08,4.87,49.85,16.43,73.32,3.48,53.14,40.31,25.14,6.98,6.1,48.01,28.95,57.95,51.67,13.58,4.15,11.38,UP,Total,Central Zone
523,Ghazipur,1199.78,1648.66,217.35,63.45,1111.67,1052.4,19.09,17.02,65.41,90.63,41.62,25.49,27.84,30.03,19.24,91.39,9.63,4.08,39.13,6.67,75.25,2.59,40.22,49.04,27.37,2.98,2.7,41.43,27.4,68.64,61.93,15.79,7.53,6.47,UP,Total,Central Zone
526,Chandauli,707.2,1044.38,161.11,66.39,1004.83,839.2,27.92,21.82,65.12,87.11,40.18,33.72,36.27,38.53,25.14,91.27,21.17,8.2,47.94,20.68,77.36,3.5,58.49,64.96,26.57,3.08,2.99,43.27,27.44,66.4,63.89,16.79,3.69,10.52,UP,Total,Central Zone
529,Varanasi,1306.27,1772.92,271.83,69.34,950.64,938.64,48.78,48.59,70.53,85.93,44.01,19.86,42.58,52.15,33.27,92.89,20.18,10.31,69.41,28.5,82.4,3.03,59.01,45.63,18.29,4.76,3.95,44.71,23.81,58.54,50.83,13.94,5.81,8.64,UP,Total,Central Zone
532,Sant Ravidas Nagar,524.09,766.4,92.19,62.17,1076.98,951.31,20.64,25.35,63.35,83.18,34.19,25.41,31.81,57.45,38.65,89.96,15.42,9.51,57.58,25.35,80.7,4.7,43.12,30.13,20.52,9.42,9.73,51.35,24.37,62.33,55.0,8.72,4.2,15.16,UP,Total,Central Zone
535,Mirzapur,870.77,1074.95,154.66,60.62,955.28,967.38,23.34,17.7,60.73,76.44,34.42,30.66,40.45,35.28,15.41,90.14,22.42,6.7,45.71,24.61,72.65,6.42,46.45,53.83,28.73,8.4,7.98,49.14,28.16,63.0,55.38,17.38,6.9,14.0,UP,Total,Central Zone
538,Sonbhadra,748.23,860.91,117.01,59.81,935.96,946.27,23.65,20.29,56.55,82.39,28.85,33.03,39.69,33.34,22.32,83.31,21.65,9.66,38.29,13.62,57.42,4.4,30.29,54.92,36.94,4.74,4.86,45.85,24.55,58.08,60.45,13.28,3.18,11.72,UP,Total,Central Zone
541,Etah,633.94,802.31,124.86,66.93,940.14,838.95,23.21,24.38,64.65,85.69,31.34,27.06,25.14,50.05,16.97,81.75,10.62,3.31,53.4,34.21,61.72,1.49,47.98,33.35,21.91,3.96,3.83,51.03,23.47,40.21,36.45,6.88,2.33,5.91,UP,Total,Central Zone
544,Kanshiram Nagar,522.55,633.54,78.91,58.62,989.41,850.63,20.77,18.7,51.24,75.48,23.86,20.96,27.47,41.71,13.09,78.86,1.99,1.27,58.49,26.84,59.6,3.38,47.23,25.42,21.32,4.4,3.57,51.49,28.6,40.88,34.43,12.29,2.5,3.71,UP,Total,Central Zone
547,Kasaragod,410.02,427.77,65.83,88.79,1040.65,980.78,97.65,52.89,94.44,98.33,61.91,4.02,37.47,95.87,90.9,97.94,72.21,65.21,88.03,57.14,100.0,0.0,91.81,64.32,59.84,25.22,28.27,18.66,13.03,37.74,35.04,59.53,30.45,49.39,KL,Total,Southern Zone
550,Kannur,785.14,765.65,120.32,96.31,1092.0,1065.87,98.89,55.53,98.64,99.31,70.65,10.24,47.83,96.71,93.18,99.5,75.39,71.5,96.76,50.67,100.0,0.0,87.12,66.28,74.91,20.38,20.12,25.3,9.71,44.12,37.33,68.42,42.15,45.93,KL,Total,Southern Zone
553,Wayanad,252.74,265.77,51.74,88.9,1065.23,1241.0,95.26,33.22,92.77,94.16,61.29,13.8,52.21,94.83,91.65,94.93,72.18,65.98,83.24,51.24,99.75,0.0,72.77,68.5,62.86,22.44,23.46,27.65,12.2,45.56,32.25,55.98,21.01,45.48,KL,Total,Southern Zone
556,Kozhikode,1020.7,1060.82,150.82,96.2,1033.43,953.85,99.41,51.81,98.99,97.85,73.33,7.06,53.51,95.05,94.43,98.14,74.62,71.41,84.28,54.97,100.0,0.0,70.03,61.58,68.62,11.3,11.0,18.02,12.32,39.72,42.88,55.32,28.23,44.81,KL,Total,Southern Zone
559,Malappuram,1233.58,1447.96,249.47,94.68,998.75,935.96,98.66,45.69,98.4,98.33,65.53,23.34,39.69,96.91,93.16,96.63,63.95,58.76,93.83,42.78,99.58,0.42,70.64,65.76,66.09,37.06,36.58,26.32,8.77,54.56,38.6,65.92,26.14,53.14,KL,Total,Southern Zone
562,Palakkad,1087.99,1053.63,227.02,92.21,971.61,1074.82,96.68,50.71,95.84,98.18,63.35,12.54,57.63,93.39,90.37,97.68,79.29,69.86,88.98,55.76,100.0,0.0,88.06,69.93,70.04,16.11,16.85,20.18,13.48,41.05,42.16,59.05,30.88,46.99,KL,Total,Southern Zone
565,Thrissur,1057.72,935.0,138.4,96.48,1075.19,1120.25,99.51,67.52,98.97,98.84,76.38,2.31,62.06,97.23,83.08,95.86,70.3,56.58,85.19,49.46,100.0,0.0,88.27,73.29,73.13,7.44,8.93,20.84,8.15,39.42,42.09,60.5,37.9,51.25,KL,Total,Southern Zone
568,Ernakulam,1149.7,1041.88,123.49,97.69,1075.74,1246.04,99.3,79.7,99.19,100.0,82.95,0.0,55.02,93.52,94.7,97.31,71.0,69.27,94.8,69.46,100.0,0.0,75.85,73.56,66.31,25.2,23.92,12.41,7.29,23.36,37.57,58.38,32.22,56.91,KL,Total,Southern Zone
574,Kottayam,711.75,601.32,116.98,98.74,1029.03,1076.72,98.91,62.64,99.61,100.0,81.38,1.34,50.02,98.01,85.39,98.33,59.42,52.73,88.9,25.8,100.0,0.0,95.21,78.36,79.03,23.28,23.76,21.99,5.3,33.75,28.77,60.0,36.16,54.71,KL,Total,Southern Zone
580,Pathanamthitta,490.84,380.07,50.77,97.02,1104.74,1134.64,97.38,57.7,98.66,98.83,76.81,1.17,49.89,86.61,90.0,90.48,68.6,61.43,92.25,50.42,100.0,0.0,78.0,83.0,44.33,25.45,22.76,13.25,10.49,18.39,22.42,60.35,40.4,55.4,KL,Total,Southern Zone
583,Kollam,987.03,946.11,174.56,96.84,1042.65,851.43,98.12,58.81,97.41,97.96,79.09,3.74,50.63,94.06,88.7,96.52,56.7,51.81,80.91,35.72,99.5,0.5,87.34,92.09,37.37,25.44,24.07,14.42,6.74,18.06,25.51,64.75,30.76,49.58,KL,Total,Southern Zone
586,Thiruvananthapuram,1234.35,1133.37,217.98,94.99,1122.04,1115.25,96.76,52.44,97.23,100.0,68.65,2.58,47.96,94.92,89.08,94.96,57.81,54.98,88.01,54.56,100.0,0.0,81.91,89.28,59.54,18.68,20.32,19.47,8.95,20.53,22.47,64.41,41.67,54.1,KL,Total,Southern Zone
589,North West,1263.83,1232.61,162.49,80.32,833.92,726.88,66.21,96.81,76.21,95.62,48.1,15.94,48.26,53.95,65.74,88.29,52.02,35.43,59.82,26.53,78.07,3.26,74.17,61.16,36.6,5.38,8.51,38.55,14.53,73.42,51.09,28.21,11.05,12.67,DL,Total,Northern Zone
592,North,322.04,334.99,32.71,83.13,825.43,1074.81,77.75,97.63,83.46,83.1,49.97,14.42,41.48,62.28,71.57,82.25,41.34,32.71,49.34,12.46,89.23,4.64,52.33,53.14,29.12,0.0,0.0,28.53,12.55,62.36,51.66,31.85,8.87,8.83,DL,Total,Northern Zone
595,North East,774.31,853.02,82.79,79.26,890.97,778.02,75.53,98.83,83.66,82.55,52.19,11.99,51.31,63.88,59.39,92.68,39.75,27.53,63.16,21.02,78.63,4.39,55.2,54.35,27.29,10.59,8.97,27.85,12.69,46.6,33.44,21.59,11.12,17.47,DL,Total,Northern Zone
598,East,532.11,494.82,57.12,85.04,874.16,854.17,80.81,98.15,84.59,90.35,63.41,5.8,34.6,56.2,60.95,82.79,41.92,28.85,58.35,8.83,85.22,2.32,63.96,53.61,30.19,0.94,3.69,22.53,9.05,48.65,38.74,20.57,5.36,9.61,DL,Total,Northern Zone
604,Central,164.73,150.93,17.95,83.78,859.72,1596.35,74.6,97.75,86.69,94.26,62.54,5.85,42.05,69.61,81.15,95.24,69.09,59.2,75.24,23.19,96.34,2.91,69.53,57.42,32.19,12.1,8.59,36.61,9.72,77.21,48.77,30.33,12.78,18.16,DL,Total,Northern Zone
610,South West,901.63,841.07,93.01,81.3,811.75,782.29,64.54,97.44,81.58,76.8,60.18,18.44,52.03,61.55,72.5,93.77,58.82,46.4,75.43,20.66,91.93,1.51,84.41,61.36,26.7,6.31,4.67,32.68,14.24,64.81,61.87,30.76,14.67,16.2,DL,Total,Northern Zone
613,South,1106.27,1085.92,112.51,80.24,842.06,847.09,73.58,96.74,80.43,93.89,51.66,15.23,42.86,68.03,69.31,87.05,51.98,37.39,53.43,9.53,84.09,5.56,51.13,41.88,29.19,4.16,5.54,31.25,14.23,67.91,58.62,24.73,6.89,11.57,DL,Total,Northern Zone
616,Mamit,821.15,783.43,121.66,82.48,961.54,1049.51,66.82,37.5,81.02,92.95,22.21,17.37,34.58,60.6,45.28,78.77,51.25,32.77,49.29,11.74,58.65,10.14,40.4,58.84,85.66,5.88,5.04,31.16,10.28,19.01,27.92,15.02,4.5,10.76,MZ,Total,North Eastern Zone
619,Kolasib,679.13,631.6,85.9,93.12,998.05,995.57,87.5,71.49,95.19,98.75,31.91,14.88,33.6,67.53,68.68,85.57,60.53,46.32,68.01,9.58,87.74,1.84,51.52,72.24,80.3,19.3,18.37,25.58,8.92,41.13,38.49,21.51,6.52,20.13,MZ,Total,North Eastern Zone
622,Aizwal,4796.48,5653.18,744.4,95.89,1064.37,902.35,90.93,87.54,98.73,99.33,50.66,5.67,40.92,74.81,76.56,89.07,59.75,47.79,75.5,14.69,96.24,1.4,55.29,75.48,68.03,16.57,17.23,23.71,7.01,10.48,18.45,25.7,10.2,33.74,MZ,Total,North Eastern Zone
625,Champhai,1172.47,1189.61,167.57,94.56,1008.89,1008.73,87.32,52.24,97.05,99.51,30.32,18.33,32.39,60.27,55.24,85.95,52.59,32.18,65.39,8.55,80.58,5.5,48.31,76.23,60.0,21.13,20.28,32.92,6.67,7.93,12.78,17.55,5.08,9.14,MZ,Total,North Eastern Zone
628,Serchhip,482.55,471.32,64.85,95.89,944.11,938.92,91.97,66.31,99.19,100.0,34.83,6.97,40.83,67.05,69.32,88.07,63.34,46.76,68.89,12.52,88.26,6.1,60.88,71.74,72.35,21.62,19.44,25.62,9.78,28.81,24.91,20.52,7.18,18.33,MZ,Total,North Eastern Zone
631,Lunglei,1757.28,1743.51,220.51,91.65,943.93,835.65,77.68,52.15,92.73,99.03,34.85,17.22,28.97,57.79,49.65,79.53,40.45,26.33,62.25,10.74,74.58,3.15,46.38,65.23,60.47,11.59,11.67,25.3,9.79,26.85,37.05,19.29,6.25,12.95,MZ,Total,North Eastern Zone
634,Lawngtlai,1210.9,1283.77,162.1,71.0,996.23,1079.33,65.31,38.74,71.92,93.32,26.3,14.95,27.06,50.53,38.26,57.41,42.75,25.33,39.57,2.59,46.01,4.1,42.21,44.69,76.44,7.28,7.49,35.33,10.4,33.78,35.82,8.44,2.92,15.29,MZ,Total,North Eastern Zone
637,Saiha,477.03,522.66,58.66,90.39,989.8,962.2,80.14,58.74,95.66,97.89,42.73,11.72,33.92,63.32,48.6,87.27,54.68,28.89,53.54,7.49,60.64,11.06,55.02,68.43,86.61,6.98,6.53,36.9,11.06,20.66,27.72,21.1,4.69,16.94,MZ,Total,North Eastern Zone
639,Pashchim Champaran,1438.0,1541.0,238.0,52.8,936.0,893.0,21.4,18.1,44.4,75.1,17.2,37.9,3.9,22.5,14.2,81.0,14.1,2.2,28.4,10.4,64.2,12.0,29.4,59.6,32.1,8.2,9.0,43.6,27.0,62.3,58.5,12.6,4.4,4.7,BR,Total,Eastern Zone
641,Purba Champaran,1828.0,2242.0,200.0,50.6,1064.0,894.0,20.5,14.4,44.6,67.0,13.1,43.5,5.5,22.1,12.1,81.5,3.8,1.2,21.2,4.3,45.1,14.6,49.3,46.5,40.6,8.6,9.3,47.2,28.9,65.7,54.7,9.2,3.1,2.7,BR,Total,Eastern Zone
643,Sheohar,280.0,309.0,32.0,52.0,1143.0,900.0,21.0,11.1,40.9,69.5,13.8,48.7,17.9,28.2,13.4,88.5,2.6,1.0,34.5,8.6,52.7,9.3,59.3,49.8,33.1,10.8,10.3,53.0,33.1,63.7,55.0,5.9,4.8,4.5,BR,Total,Eastern Zone
645,Sitamarhi,1419.0,1686.0,200.0,53.4,1103.0,993.0,20.2,12.8,37.6,66.2,12.2,49.7,31.9,32.5,16.6,90.6,4.7,2.5,38.1,9.3,37.3,9.6,62.6,56.7,34.4,8.6,8.8,57.3,33.6,69.0,59.9,8.2,7.8,4.5,BR,Total,Eastern Zone
647,Madhubani,1656.0,1970.0,249.0,51.6,1147.0,954.0,19.1,12.2,40.9,76.6,18.8,40.9,16.2,27.3,13.8,85.2,13.3,4.8,33.4,5.9,50.3,13.2,48.9,61.2,32.6,8.7,9.7,51.8,32.0,62.9,61.1,14.8,7.9,9.4,BR,Total,Eastern Zone
649,Supaul,824.0,1043.0,104.0,47.6,1123.0,909.0,15.8,6.1,35.9,80.7,13.4,56.9,33.6,32.4,11.0,87.8,8.2,3.1,48.0,8.5,61.1,11.5,65.9,75.3,25.3,3.4,4.4,48.1,38.6,72.4,68.1,6.7,2.1,3.4,BR,Total,Eastern Zone
651,Araria,1093.0,1332.0,135.0,52.5,1110.0,969.0,12.5,5.2,38.8,64.9,12.9,44.5,29.1,36.9,16.2,88.7,7.9,1.8,43.2,10.8,51.6,11.0,53.9,61.0,29.6,11.9,10.7,48.4,38.3,61.8,65.6,14.5,9.7,6.9,BR,Total,Eastern Zone
653,Kishanganj,629.0,786.0,90.0,46.8,1086.0,945.0,15.9,5.6,33.7,46.8,12.1,24.4,12.0,38.0,15.5,83.8,15.4,2.4,40.6,9.2,41.8,16.6,54.9,70.4,30.1,10.0,9.5,46.9,34.5,65.2,67.6,13.6,5.1,6.1,BR,Total,Eastern Zone
655,Purnia,1225.0,1440.0,178.0,57.8,1091.0,912.0,14.4,8.6,41.1,78.5,15.1,36.8,30.2,35.5,12.2,91.7,9.6,4.6,46.8,16.9,61.5,6.2,65.8,71.9,43.9,12.4,11.7,52.1,38.8,66.5,68.8,15.1,3.1,4.4,BR,Total,Eastern Zone
657,Katihar,1176.0,1233.0,135.0,51.5,1039.0,860.0,21.5,10.0,40.2,65.7,15.2,38.6,26.7,33.3,8.9,92.3,6.5,2.1,40.3,7.5,51.8,5.8,71.2,64.5,44.2,8.3,7.9,49.2,32.4,61.3,63.8,15.6,6.4,7.3,BR,Total,Eastern Zone
659,Madhepura,750.0,877.0,83.0,46.4,1130.0,895.0,15.0,9.0,32.6,76.9,14.9,56.3,23.7,35.6,9.3,87.1,2.6,1.1,37.2,3.7,60.9,3.9,62.2,57.3,47.3,2.6,3.0,51.8,32.9,61.4,57.5,9.5,2.8,2.2,BR,Total,Eastern Zone
