,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
1156,Karimganj,911.0,1141.0,146.0,high,medium,medium,medium,medium,low,high,high,low,medium,medium,medium,low,medium,low,medium,high,low,low,low,medium,medium,low,medium,low,low,low,AS,Total,North Eastern Zone
1157,Hailakandi,831.0,977.0,136.0,medium,low,medium,low,low,low,medium,high,low,medium,medium,medium,low,medium,low,medium,high,low,low,low,medium,medium,low,medium,low,low,low,AS,Rural,North Eastern Zone
1158,Hailakandi,911.0,1073.0,159.0,medium,medium,medium,low,medium,low,medium,high,low,low,medium,medium,low,medium,low,medium,high,low,low,low,medium,medium,low,medium,low,low,low,AS,Total,North Eastern Zone
1159,Bongaigaon,763.0,858.0,115.0,medium,low,low,medium,medium,low,medium,high,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low,medium,medium,low,medium,low,low,low,AS,Rural,North Eastern Zone
1160,Bongaigaon,904.0,1005.0,145.0,medium,low,low,medium,medium,low,medium,high,low,medium,medium,low,medium,medium,low,medium,medium,high,medium,low,medium,low,low,medium,low,low,low,AS,Total,North Eastern Zone
1161,Chirang,824.0,922.0,106.0,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,high,low,low,medium,medium,medium,medium,low,low,low,AS,Rural,North Eastern Zone
1162,Chirang,905.0,996.0,125.0,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,high,low,low,medium,medium,low,medium,low,low,low,AS,Total,North Eastern Zone
1163,Kamrup,819.0,995.0,105.0,medium,medium,medium,high,medium,medium,high,high,medium,medium,medium,medium,low,high,low,medium,medium,medium,low,low,medium,low,low,medium,low,low,low,AS,Rural,North Eastern Zone
1164,Kamrup,902.0,1085.0,130.0,medium,medium,medium,high,medium,medium,high,high,medium,medium,medium,medium,low,high,low,low,medium,medium,low,low,medium,low,low,medium,low,low,low,AS,Total,North Eastern Zone
1165,Kamrup Metropolitan,701.0,694.0,67.0,high,medium,low,high,medium,high,high,high,medium,low,medium,medium,medium,high,low,high,medium,medium,low,low,low,low,low,medium,low,low,low,AS,Urban,North Eastern Zone
1166,Kamrup Metropolitan,867.0,881.0,97.0,high,medium,low,high,medium,high,high,high,medium,low,medium,medium,medium,high,low,high,medium,medium,low,low,low,low,low,medium,low,low,low,AS,Total,North Eastern Zone
1167,Nalbari,804.0,976.0,138.0,high,medium,low,high,medium,low,high,high,medium,medium,medium,medium,medium,high,low,medium,medium,high,low,low,low,medium,medium,medium,low,low,low,AS,Rural,North Eastern Zone
1168,Nalbari,910.0,1103.0,163.0,high,medium,low,high,medium,medium,high,high,medium,medium,medium,medium,medium,high,low,medium,medium,high,low,low,low,medium,medium,medium,low,low,low,AS,Total,North Eastern Zone
1169,Baksa,872.0,1025.0,119.0,medium,medium,medium,high,medium,low,medium,high,low,medium,medium,medium,medium,high,low,medium,medium,high,low,low,medium,low,medium,medium,low,low,low,AS,Rural,North Eastern Zone
1170,Baksa,891.0,1044.0,125.0,medium,medium,medium,high,medium,low,medium,high,low,medium,medium,medium,medium,high,low,medium,medium,high,low,low,medium,low,medium,medium,low,low,low,AS,Total,North Eastern Zone
1171,Darrang,860.0,1010.0,133.0,medium,medium,medium,high,medium,low,medium,medium,low,medium,medium,medium,low,medium,low,medium,medium,high,low,low,medium,medium,medium,medium,low,low,low,AS,Rural,North Eastern Zone
1172,Darrang,924.0,1087.0,144.0,medium,medium,medium,high,medium,low,medium,medium,low,medium,medium,medium,low,medium,low,medium,medium,high,low,low,medium,medium,medium,medium,low,low,low,AS,Total,North Eastern Zone
1173,Udalguri,881.0,1033.0,144.0,medium,medium,low,high,medium,low,medium,high,low,medium,medium,medium,low,high,low,medium,medium,high,low,low,medium,medium,medium,medium,low,low,low,AS,Rural,North Eastern Zone
1174,Udalguri,923.0,1083.0,152.0,medium,medium,low,high,medium,low,medium,high,low,medium,medium,medium,medium,high,low,medium,medium,high,low,low,medium,medium,medium,medium,low,low,low,AS,Total,North Eastern Zone
1175,West Tripura,908.0,976.0,160.0,high,medium,high,high,high,high,high,high,medium,low,medium,high,low,high,low,medium,high,medium,low,low,low,low,medium,medium,low,low,low,TR,Urban,North Eastern Zone
1176,West Tripura,908.0,962.0,158.0,high,medium,low,high,high,low,high,high,low,medium,medium,medium,low,high,low,medium,high,medium,low,low,low,low,medium,medium,low,low,low,TR,Rural,North Eastern Zone
1177,West Tripura,1816.0,1938.0,318.0,high,medium,medium,high,high,medium,high,high,low,medium,medium,high,low,high,low,medium,high,medium,low,low,low,low,medium,medium,low,low,low,TR,Total,North Eastern Zone
1178,South Tripura,790.0,825.0,142.0,medium,medium,medium,high,medium,low,high,high,low,medium,medium,medium,low,high,low,medium,high,medium,low,low,low,low,medium,medium,low,low,low,TR,Rural,North Eastern Zone
1179,South Tripura,908.0,937.0,162.0,high,medium,low,high,medium,low,high,high,low,medium,medium,medium,low,high,low,medium,high,medium,low,low,low,low,medium,medium,low,low,low,TR,Total,North Eastern Zone
1180,Dhalai,800.0,856.0,149.0,medium,low,low,medium,medium,low,medium,medium,low,medium,medium,medium,low,high,low,medium,medium,medium,low,low,medium,low,medium,medium,low,low,low,TR,Rural,North Eastern Zone
1181,Dhalai,905.0,968.0,170.0,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium,low,high,low,medium,medium,medium,low,low,medium,low,medium,medium,low,low,low,TR,Total,North Eastern Zone
1182,North Tripura,724.0,786.0,132.0,high,medium,medium,medium,medium,low,high,medium,low,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,low,medium,medium,medium,low,low,low,TR,Rural,North Eastern Zone
1183,North Tripura,881.0,961.0,171.0,high,medium,medium,medium,medium,low,high,high,low,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,low,medium,medium,medium,low,low,low,TR,Total,North Eastern Zone
1185,Tawang,380.59,333.07,35.15,low,medium,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,medium,low,low,low,low,AR,Rural,North Eastern Zone
1186,Tawang,423.77,371.53,38.53,low,medium,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,medium,low,low,low,low,AR,Total,North Eastern Zone
1188,West Kameng,723.33,655.08,97.39,medium,low,medium,high,medium,medium,medium,high,low,medium,low,low,low,medium,low,low,medium,medium,medium,medium,low,low,medium,low,low,low,low,AR,Rural,North Eastern Zone
1189,West Kameng,894.44,809.63,112.59,medium,low,medium,high,medium,medium,medium,high,low,medium,low,low,low,medium,low,low,medium,medium,medium,medium,low,low,medium,low,low,low,low,AR,Total,North Eastern Zone
1191,East Kameng,511.63,493.45,62.39,low,medium,medium,medium,low,low,low,medium,low,medium,low,low,low,low,low,low,low,medium,low,low,medium,low,medium,low,low,low,low,AR,Rural,North Eastern Zone
1192,East Kameng,748.67,742.71,97.63,medium,medium,medium,high,medium,medium,medium,medium,low,medium,low,low,low,low,low,low,low,medium,low,low,medium,low,medium,low,low,low,low,AR,Total,North Eastern Zone
1193,Papum Pare,1441.88,1471.24,206.31,high,medium,low,high,high,high,high,high,high,low,low,low,low,high,low,medium,medium,medium,low,low,low,low,medium,medium,low,low,medium,AR,Urban,North Eastern Zone
1194,Papum Pare,928.52,1015.69,116.57,medium,medium,low,high,medium,high,medium,high,medium,medium,low,low,low,high,low,low,medium,low,low,low,medium,low,medium,medium,low,low,medium,AR,Rural,North Eastern Zone
1195,Papum Pare,2370.4,2486.93,322.88,high,medium,low,high,high,high,high,high,medium,low,low,low,low,high,low,low,medium,low,low,low,low,low,medium,medium,low,low,medium,AR,Total,North Eastern Zone
1197,Upper Subansiri,686.04,646.57,82.57,medium,medium,medium,high,medium,low,medium,medium,low,medium,low,low,low,medium,low,low,medium,medium,high,high,low,low,medium,medium,low,low,medium,AR,Rural,North Eastern Zone
1198,Upper Subansiri,841.59,822.93,108.12,medium,medium,low,high,medium,medium,medium,medium,low,medium,low,low,low,medium,low,low,medium,medium,high,high,low,low,medium,medium,low,low,medium,AR,Total,North Eastern Zone
1200,West Siang,800.64,740.03,115.49,medium,low,low,high,high,low,medium,high,medium,low,low,low,low,medium,low,medium,medium,medium,medium,medium,medium,low,low,medium,low,low,low,AR,Rural,North Eastern Zone
1201,West Siang,1139.18,1007.07,141.9,medium,low,low,high,high,medium,high,high,medium,low,low,low,low,medium,low,low,medium,medium,medium,medium,medium,low,low,medium,low,low,medium,AR,Total,North Eastern Zone
1203,East Siang,606.98,546.91,73.34,medium,low,medium,high,high,low,high,high,medium,low,medium,low,low,medium,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low,AR,Rural,North Eastern Zone
1204,East Siang,939.69,839.18,113.41,medium,medium,medium,high,high,medium,high,high,medium,low,medium,medium,low,medium,low,medium,medium,medium,low,low,low,low,medium,low,low,low,low,AR,Total,North Eastern Zone
1209,Changlang,1463.16,1524.25,204.78,medium,medium,medium,medium,medium,low,medium,high,low,low,medium,medium,low,medium,low,high,low,high,low,low,low,low,medium,medium,low,low,low,AR,Rural,North Eastern Zone
1210,Changlang,1647.35,1719.57,242.41,medium,medium,medium,medium,medium,low,medium,high,low,low,medium,medium,low,medium,low,high,low,high,low,low,low,low,medium,medium,low,low,low,AR,Total,North Eastern Zone
1212,Tirap,946.02,1004.27,131.89,medium,low,medium,medium,medium,low,medium,high,low,low,medium,low,low,low,low,medium,low,high,low,low,medium,low,medium,medium,low,low,low,AR,Rural,North Eastern Zone
1213,Tirap,1197.15,1287.53,192.83,medium,low,low,medium,medium,low,medium,high,low,low,medium,low,low,low,low,medium,low,high,low,low,medium,low,medium,medium,low,low,low,AR,Total,North Eastern Zone
1215,Lower Subansiri,678.22,609.8,79.53,medium,medium,low,high,high,medium,medium,high,medium,low,low,low,low,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,low,medium,AR,Rural,North Eastern Zone
1216,Lower Subansiri,785.31,690.37,94.99,medium,medium,medium,high,high,medium,medium,high,medium,low,low,low,low,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,low,medium,AR,Total,North Eastern Zone
1218,Kurung Kumey,840.19,766.61,97.93,low,medium,medium,high,medium,medium,low,medium,low,medium,low,low,low,low,low,low,low,medium,low,low,medium,low,medium,low,low,low,low,AR,Rural,North Eastern Zone
1219,Kurung Kumey,861.83,785.24,101.86,low,medium,medium,high,medium,medium,low,medium,low,medium,low,low,low,low,low,low,low,medium,low,low,medium,low,medium,low,low,low,low,AR,Total,North Eastern Zone
1221,Dibang Valley,47.23,34.96,4.6,medium,medium,high,high,high,low,medium,medium,low,medium,medium,low,low,medium,low,medium,low,medium,low,low,medium,low,low,low,low,low,low,AR,Rural,North Eastern Zone
1222,Dibang Valley,47.23,34.96,4.6,medium,medium,high,high,high,low,medium,medium,low,medium,medium,low,low,medium,low,medium,low,medium,low,low,medium,low,low,low,low,low,low,AR,Total,North Eastern Zone
1224,Lower Dibang Valley,487.49,453.04,70.49,medium,low,low,high,high,low,medium,medium,low,medium,low,low,low,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,low,low,low,AR,Rural,North Eastern Zone
1225,Lower Dibang Valley,626.17,598.49,89.49,medium,medium,low,high,high,medium,medium,medium,low,medium,low,low,low,medium,low,medium,medium,medium,low,low,low,low,medium,medium,low,low,low,AR,Total,North Eastern Zone
1227,Lohit,1214.66,1275.28,179.28,medium,medium,low,high,medium,low,medium,medium,low,medium,medium,medium,low,medium,low,medium,medium,high,low,low,low,low,medium,medium,low,low,low,AR,Rural,North Eastern Zone
1228,Lohit,1538.46,1630.99,223.36,medium,medium,low,high,medium,low,medium,medium,low,medium,medium,medium,low,medium,low,medium,medium,high,low,low,low,low,medium,medium,low,low,low,AR,Total,North Eastern Zone
1230,Anjaw,257.17,217.02,29.79,medium,low,medium,high,medium,low,medium,high,low,medium,low,low,low,medium,low,low,medium,medium,medium,medium,low,low,medium,low,low,low,low,AR,Rural,North Eastern Zone
1231,Anjaw,269.41,226.3,32.36,medium,low,medium,high,medium,low,medium,high,low,medium,low,low,low,medium,low,low,medium,medium,medium,medium,low,low,medium,low,low,low,low,AR,Total,North Eastern Zone
1232,Srikakulam,660.0,673.0,85.0,low,medium,low,medium,low,low,medium,medium,low,medium,high,high,high,high,low,medium,high,low,low,low,low,medium,high,high,medium,low,low,AP,Rural,Southern Zone
1233,Srikakulam,784.0,815.0,104.0,medium,medium,medium,medium,low,medium,medium,medium,medium,low,high,high,high,high,low,medium,high,low,low,low,low,medium,high,high,medium,low,low,AP,Total,Southern Zone
1234,Vizianagaram,635.0,689.0,75.0,low,medium,low,high,low,medium,medium,low,low,medium,high,high,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,medium,low,low,AP,Rural,Southern Zone
1235,Vizianagaram,799.0,850.0,98.0,medium,medium,low,high,low,medium,medium,medium,medium,medium,high,high,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,medium,low,low,AP,Total,Southern Zone
1238,Visakhapatnam,768.0,772.0,107.0,medium,medium,medium,high,medium,medium,medium,high,medium,medium,high,high,medium,high,low,medium,medium,medium,low,low,medium,low,medium,high,low,low,low,AP,Total,Southern Zone
1239,East Godavari,595.0,608.0,90.0,medium,low,medium,high,medium,medium,medium,medium,low,medium,high,high,medium,high,low,medium,high,medium,low,low,low,low,high,high,medium,low,low,AP,Rural,Southern Zone
1240,East Godavari,803.0,802.0,125.0,medium,low,medium,high,medium,medium,medium,high,medium,medium,high,high,medium,high,low,medium,high,medium,low,low,low,low,medium,high,medium,low,low,AP,Total,Southern Zone
1241,West Godavari,627.0,593.0,76.0,medium,medium,low,medium,medium,medium,medium,low,medium,medium,high,high,medium,high,low,high,high,low,low,low,low,low,medium,high,medium,low,low,AP,Rural,Southern Zone
1242,West Godavari,787.0,736.0,100.0,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,high,high,medium,high,low,high,high,low,low,low,low,low,medium,high,medium,low,low,AP,Total,Southern Zone
1245,Krishna,798.0,836.0,112.0,medium,medium,low,medium,medium,high,medium,high,medium,medium,high,high,high,high,low,high,medium,low,low,low,low,low,medium,high,medium,low,low,AP,Total,Southern Zone
1248,Guntur,789.0,761.0,104.0,medium,medium,low,medium,medium,high,medium,medium,low,medium,high,high,medium,high,low,medium,high,medium,low,low,low,low,high,medium,medium,low,low,AP,Total,Southern Zone
1249,Prakasam,651.0,624.0,73.0,low,medium,low,medium,medium,medium,medium,medium,low,medium,high,high,medium,high,low,medium,high,low,low,low,low,low,medium,high,medium,low,low,AP,Rural,Southern Zone
1250,Prakasam,800.0,785.0,102.0,low,medium,low,medium,medium,medium,medium,medium,low,medium,high,high,medium,high,low,medium,high,low,low,low,low,low,medium,medium,medium,low,low,AP,Total,Southern Zone
1252,Sri Potti Sriramulu Nellore,803.0,855.0,108.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,high,high,high,low,medium,medium,low,low,low,low,low,medium,high,medium,low,low,AP,Total,Southern Zone
1253,Y.S.R.,381.0,400.0,55.0,medium,medium,low,low,high,high,high,high,medium,low,high,high,medium,high,low,medium,high,medium,low,low,medium,low,medium,medium,low,low,low,AP,Urban,Southern Zone
1254,Y.S.R.,397.0,382.0,48.0,low,medium,low,medium,medium,medium,medium,medium,medium,medium,high,high,medium,high,low,medium,high,low,low,low,medium,medium,medium,high,low,low,low,AP,Rural,Southern Zone
1255,Y.S.R.,778.0,782.0,103.0,medium,medium,low,medium,high,high,medium,medium,medium,medium,high,high,medium,high,low,medium,high,medium,low,low,medium,low,medium,medium,low,low,low,AP,Total,Southern Zone
1256,Kurnool,569.0,654.0,97.0,low,medium,low,high,medium,medium,low,medium,low,medium,high,high,medium,high,low,high,high,low,low,low,medium,medium,medium,medium,medium,low,low,AP,Rural,Southern Zone
1257,Kurnool,799.0,899.0,141.0,medium,medium,low,high,medium,medium,medium,medium,low,medium,high,high,medium,high,low,medium,high,low,low,low,medium,medium,medium,medium,medium,low,low,AP,Total,Southern Zone
1258,Anantapur,561.0,554.0,71.0,low,medium,medium,medium,low,medium,medium,medium,low,medium,high,high,high,high,low,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,AP,Rural,Southern Zone
1259,Anantapur,784.0,795.0,100.0,medium,medium,medium,medium,medium,medium,medium,high,low,medium,high,high,high,high,low,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,AP,Total,Southern Zone
1260,Chittoor,554.0,540.0,71.0,medium,medium,medium,medium,low,medium,medium,high,medium,medium,high,high,high,high,low,high,high,medium,low,low,medium,medium,medium,medium,medium,low,low,AP,Rural,Southern Zone
1261,Chittoor,773.0,740.0,95.0,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,high,high,high,high,low,medium,high,medium,low,low,medium,medium,medium,medium,medium,low,low,AP,Total,Southern Zone
1262,Adilabad,559.0,539.0,80.0,low,medium,low,high,low,low,low,medium,low,medium,medium,high,medium,medium,low,high,high,low,low,low,medium,high,high,high,medium,low,low,TG,Rural,Southern Zone
1263,Adilabad,782.0,764.0,107.0,low,medium,low,high,low,medium,medium,medium,low,medium,medium,high,medium,high,low,high,high,low,low,low,medium,medium,high,high,medium,low,low,TG,Total,Southern Zone
1264,Nizamabad,591.0,578.0,63.0,low,high,low,high,medium,medium,medium,medium,low,medium,medium,high,medium,high,low,medium,high,low,low,low,medium,medium,high,medium,medium,low,low,TG,Rural,Southern Zone
1265,Nizamabad,763.0,752.0,83.0,medium,medium,low,high,medium,medium,medium,medium,medium,medium,medium,high,medium,high,low,medium,high,low,low,low,medium,medium,high,medium,medium,low,low,TG,Total,Southern Zone
1267,Karimnagar,776.0,728.0,99.0,medium,medium,low,medium,medium,high,medium,high,medium,low,medium,high,medium,high,low,high,high,low,low,low,low,medium,medium,medium,medium,low,low,TG,Total,Southern Zone
1268,Medak,589.0,569.0,83.0,low,medium,medium,high,medium,medium,medium,medium,low,medium,medium,medium,medium,high,low,high,high,medium,low,low,medium,medium,high,medium,medium,low,low,TG,Rural,Southern Zone
1269,Medak,760.0,743.0,107.0,medium,medium,medium,high,medium,medium,medium,high,medium,medium,medium,high,medium,high,low,high,high,medium,low,low,medium,medium,high,medium,medium,low,low,TG,Total,Southern Zone
1270,Hyderabad,766.0,830.0,109.0,high,low,low,high,high,high,high,high,high,low,high,high,high,high,low,high,high,medium,high,medium,low,low,medium,medium,medium,low,low,TG,Urban,Southern Zone
1271,Hyderabad,766.0,830.0,109.0,high,low,low,high,high,high,high,high,high,low,high,high,high,high,low,high,high,medium,high,medium,low,low,medium,medium,medium,low,low,TG,Total,Southern Zone
1272,Rangareddy,527.0,520.0,74.0,high,medium,low,high,medium,high,high,high,high,low,high,high,medium,high,low,medium,high,low,low,low,low,low,medium,medium,medium,medium,low,TG,Urban,Southern Zone
1273,Rangareddy,757.0,762.0,118.0,medium,medium,low,high,medium,high,high,high,medium,low,high,high,medium,high,low,medium,high,low,low,low,low,low,medium,medium,medium,low,low,TG,Total,Southern Zone
1274,Mahbubnagar,665.0,637.0,87.0,low,medium,low,medium,low,medium,low,medium,low,high,high,medium,medium,high,low,medium,high,low,low,low,medium,medium,high,medium,medium,low,low,TG,Rural,Southern Zone
1275,Mahbubnagar,791.0,757.0,104.0,low,medium,medium,medium,low,medium,low,medium,low,medium,high,medium,medium,high,low,medium,high,low,low,low,medium,medium,medium,medium,medium,low,low,TG,Total,Southern Zone
1276,Nalgonda,654.0,587.0,88.0,low,medium,low,medium,medium,medium,medium,medium,low,medium,high,high,medium,high,low,high,high,low,low,low,medium,medium,high,medium,medium,low,low,TG,Rural,Southern Zone
1277,Nalgonda,801.0,723.0,108.0,medium,medium,low,medium,medium,medium,medium,high,medium,medium,high,high,medium,high,low,high,high,low,low,low,low,medium,high,medium,medium,low,low,TG,Total,Southern Zone
1278,Warangal,566.0,526.0,72.0,low,medium,medium,medium,low,medium,medium,high,medium,medium,medium,high,high,high,low,high,high,low,low,low,low,medium,medium,medium,medium,low,low,TG,Rural,Southern Zone
1279,Warangal,784.0,730.0,110.0,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,medium,high,high,high,low,medium,high,medium,low,low,low,medium,medium,medium,medium,low,low,TG,Total,Southern Zone
1280,Khammam,619.0,609.0,81.0,medium,medium,low,high,medium,medium,medium,medium,low,medium,high,high,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,medium,low,low,TG,Rural,Southern Zone
1281,Khammam,806.0,778.0,109.0,medium,medium,medium,high,medium,high,medium,high,medium,medium,high,high,medium,high,low,medium,high,medium,low,low,low,medium,high,high,medium,low,low,TG,Total,Southern Zone
1282,Uttarkashi,795.0,912.0,118.0,medium,medium,low,medium,medium,low,medium,high,medium,low,high,low,low,medium,low,high,low,low,low,low,medium,low,high,medium,low,low,low,UT,Rural,Central Zone
1283,Uttarkashi,878.0,994.0,139.0,medium,medium,low,medium,medium,low,medium,high,medium,low,high,low,low,medium,low,high,low,low,low,low,medium,low,high,medium,low,low,low,UT,Total,Central Zone
1284,Chamoli,742.0,729.0,70.0,medium,high,medium,high,medium,low,high,high,medium,low,high,low,low,medium,low,medium,medium,medium,low,low,medium,low,medium,medium,low,low,low,UT,Rural,Central Zone
1285,Chamoli,870.0,849.0,85.0,medium,high,medium,high,medium,medium,high,high,medium,low,high,low,low,medium,low,medium,low,medium,low,low,medium,low,medium,medium,low,low,low,UT,Total,Central Zone
1286,Rudraprayag,845.0,865.0,79.0,medium,high,low,high,medium,low,high,high,medium,low,high,low,low,medium,low,high,medium,medium,low,low,low,low,medium,medium,low,low,low,UT,Rural,Central Zone
1287,Rudraprayag,888.0,905.0,84.0,medium,high,low,high,high,low,high,high,medium,low,high,low,low,medium,low,high,medium,medium,low,low,low,low,medium,medium,low,low,low,UT,Total,Central Zone
1288,Tehri Garhwal,791.0,871.0,81.0,medium,high,low,medium,medium,low,medium,high,medium,low,high,low,low,medium,low,medium,low,low,low,low,medium,medium,medium,medium,low,low,low,UT,Rural,Central Zone
1289,Tehri Garhwal,891.0,984.0,93.0,medium,high,medium,high,medium,medium,high,high,medium,low,high,low,low,high,low,medium,low,low,low,low,medium,low,medium,medium,low,low,low,UT,Total,Central Zone
1290,Dehradun,913.0,981.0,114.0,high,low,low,high,high,high,high,high,high,low,medium,medium,low,high,low,medium,low,low,low,low,low,low,medium,medium,low,low,low,UT,Urban,Central Zone
1291,Dehradun,915.0,1051.0,117.0,medium,medium,low,high,high,high,high,high,medium,low,medium,medium,medium,high,low,high,low,low,medium,low,medium,low,medium,medium,low,low,low,UT,Rural,Central Zone
1292,Dehradun,1828.0,2032.0,231.0,high,low,low,high,high,high,high,high,high,low,medium,medium,low,high,low,medium,low,low,low,low,low,low,medium,medium,low,low,low,UT,Total,Central Zone
1293,Garhwal,731.0,773.0,97.0,medium,high,low,high,medium,low,high,high,medium,low,high,low,low,high,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low,UT,Rural,Central Zone
1294,Garhwal,871.0,939.0,122.0,medium,high,low,high,medium,medium,high,high,medium,low,high,medium,low,high,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low,UT,Total,Central Zone
1295,Pithoragarh,764.0,705.0,68.0,medium,medium,low,high,medium,low,high,high,medium,medium,high,low,low,high,low,high,medium,low,medium,low,medium,low,medium,medium,medium,low,low,UT,Rural,Central Zone
1296,Pithoragarh,911.0,862.0,94.0,medium,medium,low,high,medium,medium,high,high,medium,medium,high,low,low,high,low,high,medium,low,medium,low,medium,low,medium,medium,medium,low,low,UT,Total,Central Zone
1297,Bageshwar,885.0,1028.0,100.0,medium,high,low,high,medium,low,high,high,medium,low,high,low,low,medium,low,medium,low,low,low,low,low,medium,medium,medium,low,low,low,UT,Rural,Central Zone
1298,Bageshwar,926.0,1072.0,107.0,medium,high,low,high,medium,low,high,high,medium,low,high,low,low,medium,low,medium,low,low,low,low,low,medium,medium,medium,low,low,low,UT,Total,Central Zone
1299,Almora,785.0,844.0,61.0,medium,high,medium,high,medium,low,high,high,medium,low,medium,low,medium,medium,low,medium,medium,low,low,low,medium,medium,medium,low,medium,low,low,UT,Rural,Central Zone
1300,Almora,883.0,931.0,76.0,medium,high,medium,high,medium,low,high,high,medium,low,high,low,medium,medium,low,medium,medium,low,low,low,medium,medium,medium,low,medium,low,low,UT,Total,Central Zone
1301,Champawat,737.0,827.0,64.0,medium,high,medium,high,medium,low,medium,high,medium,low,high,low,low,high,low,high,low,low,low,low,medium,medium,medium,medium,low,low,low,UT,Rural,Central Zone
1302,Champawat,881.0,996.0,101.0,medium,high,medium,high,medium,low,high,high,medium,low,high,low,low,high,low,high,low,low,low,low,medium,medium,medium,medium,low,low,low,UT,Total,Central Zone
1303,Nainital,875.0,1061.0,126.0,high,low,low,high,high,high,high,high,high,low,medium,medium,medium,high,low,medium,medium,low,medium,medium,low,low,medium,medium,medium,low,low,UT,Urban,Central Zone
1304,Nainital,914.0,1109.0,138.0,high,medium,low,high,medium,medium,high,high,medium,low,medium,low,medium,medium,low,medium,medium,low,low,low,medium,low,medium,medium,low,low,low,UT,Rural,Central Zone
1305,Nainital,1789.0,2170.0,264.0,high,medium,low,high,high,medium,high,high,medium,low,medium,medium,medium,medium,low,medium,medium,low,low,low,medium,low,medium,medium,low,low,low,UT,Total,Central Zone
1306,Udham Singh Nagar,868.0,1092.0,142.0,medium,low,medium,high,medium,high,medium,medium,medium,low,medium,low,low,high,low,medium,low,low,low,medium,medium,low,high,medium,low,low,low,UT,Urban,Central Zone
1307,Udham Singh Nagar,902.0,1153.0,148.0,medium,medium,medium,high,medium,medium,medium,high,low,low,medium,low,low,medium,low,medium,medium,low,low,low,medium,medium,medium,medium,low,low,low,UT,Rural,Central Zone
1308,Udham Singh Nagar,1770.0,2245.0,290.0,medium,low,medium,high,medium,medium,medium,high,medium,low,medium,low,low,medium,low,medium,medium,low,low,low,medium,low,medium,medium,low,low,low,UT,Total,Central Zone
1309,Hardwar,871.0,1101.0,131.0,medium,low,low,high,medium,high,medium,high,medium,low,medium,medium,low,high,low,medium,low,low,low,low,medium,low,high,medium,low,low,low,UT,Urban,Central Zone
1310,Hardwar,914.0,1220.0,177.0,medium,low,medium,high,medium,low,medium,high,low,low,medium,low,low,medium,low,medium,low,low,low,low,medium,medium,high,high,low,low,low,UT,Rural,Central Zone
1311,Hardwar,1785.0,2321.0,308.0,medium,low,medium,high,medium,medium,medium,high,low,low,medium,low,low,medium,low,medium,low,low,low,low,medium,medium,high,medium,low,low,low,UT,Total,Central Zone
