,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
1436,Kapurthala,172.42,190.64,27.5,0.8204,0.9105700000000001,0.8003899999999999,0.7698999999999999,0.892,0.8672,0.8289,0.6639,0.09849999999999999,0.6762,0.8134999999999999,0.4796,0.8362999999999999,0.0816,1.0,0.9093000000000001,0.43729999999999997,0.0867,0.094,0.23600000000000002,0.10880000000000001,0.5963,0.5038,0.4097,0.2815,0.4797,PB,Urban,Northern Zone
1439,Jalandhar,774.2,912.81,137.2,0.861,0.9333500000000001,0.63419,0.9170999999999999,0.9189,0.9086,0.9117000000000001,0.7506999999999999,0.0892,0.6142,0.7451000000000001,0.6317,0.9501999999999999,0.0254,0.8865999999999999,0.9208,0.16899999999999998,0.0001,0.031200000000000002,0.29969999999999997,0.061900000000000004,0.5670000000000001,0.5061,0.4756,0.17559999999999998,0.3997,PB,Urban,Northern Zone
1442,Hoshiarpur,784.48,893.9,124.34,0.8212,0.94542,0.82896,0.7236,0.5579999999999999,0.9012,0.7598,0.6222,0.0707,0.6375,0.6981999999999999,0.3522,0.9293,0.0327,0.9179999999999999,0.6161,0.2281,0.0653,0.068,0.26839999999999997,0.1495,0.5982999999999999,0.597,0.37770000000000004,0.1553,0.3419,PB,Rural,Northern Zone
1445,Shahid Bhagat Singh Nagar,282.19,330.55,44.3,0.736,1.0266300000000002,1.14839,0.8206,0.4946,0.8726,0.9787,0.5791,0.0278,0.5129,0.9192,0.5082,0.9598,0.0351,0.8393999999999999,0.7587999999999999,0.2211,0.0646,0.09570000000000001,0.2225,0.1305,0.7797,0.6714,0.2879,0.1518,0.409,PB,Rural,Northern Zone
1447,Fatehgarh Sahib,111.84,123.68,16.96,0.8317,0.8834299999999999,0.60747,0.8048000000000001,0.9116,0.8741,0.9494,0.6559,0.0658,0.5579,0.6629,0.2339,0.937,0.0169,0.8734000000000001,0.7876000000000001,0.2663,0.030699999999999998,0.0535,0.20120000000000002,0.11109999999999999,0.6567000000000001,0.594,0.3847,0.2814,0.215,PB,Urban,Northern Zone
1448,Fatehgarh Sahib,226.29,285.37,43.84,0.7773,0.9483499999999999,1.03267,0.8420000000000001,0.5868,0.8887,0.953,0.5543,0.0895,0.5759000000000001,0.6227,0.4932,0.9456,0.0275,0.8806,0.7989,0.38539999999999996,0.0285,0.027000000000000003,0.1809,0.1482,0.6168,0.5074000000000001,0.3779,0.2395,0.2,PB,Rural,Northern Zone
1453,Moga,420.07,504.89,74.98,0.6769,0.8817600000000001,0.9843,0.8538,0.43329999999999996,0.7473000000000001,0.8309000000000001,0.40950000000000003,0.1151,0.6638,0.6716,0.3603,0.9228000000000001,0.0591,0.9254000000000001,0.8429000000000001,0.36340000000000006,0.0797,0.07139999999999999,0.2872,0.11939999999999999,0.49560000000000004,0.48369999999999996,0.4515,0.1966,0.3763,PB,Rural,Northern Zone
1455,Firozpur,777.35,964.66,139.43,0.6297999999999999,0.90685,1.13626,0.7343000000000001,0.3701,0.6261,0.8443999999999999,0.2698,0.0873,0.7685,0.6989,0.222,0.8587,0.08839999999999999,0.8156,0.6564,0.33299999999999996,0.0483,0.0397,0.2844,0.1411,0.4682,0.5818,0.3193,0.1448,0.42200000000000004,PB,Rural,Northern Zone
1457,Muktsar,353.92,410.94,70.28,0.6601,0.8391500000000001,0.74195,0.7502,0.4326,0.7040000000000001,0.8364,0.40490000000000004,0.10439999999999999,0.7851,0.6586,0.4268,0.9325,0.028900000000000002,0.9568000000000001,0.7712,0.3772,0.0381,0.0341,0.31579999999999997,0.16260000000000002,0.6536,0.4583,0.4547,0.1889,0.19149999999999998,PB,Rural,Northern Zone
1459,Faridkot,156.62,189.4,27.8,0.797,0.9239700000000001,0.96555,0.8603000000000001,0.8769,0.8332999999999999,0.9752,0.5965,0.0861,0.8009000000000001,0.7017,0.4386,0.9293,0.0524,1.0,0.9551999999999999,0.4576,0.08929999999999999,0.10189999999999999,0.3556,0.098,0.6159,0.4178,0.4201,0.1959,0.37420000000000003,PB,Urban,Northern Zone
1460,Faridkot,453.69,524.79,107.64,0.6726000000000001,0.87629,0.969,0.8287,0.5605,0.7454999999999999,0.8035,0.4694,0.1058,0.7169,0.8939,0.3909,0.9651000000000001,0.0259,0.9671,0.9381,0.43079999999999996,0.0173,0.0316,0.3453,0.11289999999999999,0.6019,0.4257,0.5689,0.3084,0.44880000000000003,PB,Rural,Northern Zone
1465,Mansa,346.02,407.59,59.29,0.5901,0.9095700000000001,1.00677,0.7331,0.2809,0.6587999999999999,0.856,0.34130000000000005,0.1131,0.6970000000000001,0.639,0.3488,0.9426000000000001,0.0208,0.9356,0.6163000000000001,0.3129,0.0356,0.06,0.2868,0.1932,0.5311,0.4938,0.23920000000000002,0.1354,0.3615,PB,Rural,Northern Zone
1467,Patiala,584.35,700.85,129.36,0.8687999999999999,0.94431,0.9270299999999999,0.9195,0.9358,0.9081999999999999,0.9541,0.7468,0.0311,0.691,0.657,0.4399,0.9719,0.0232,0.9808,0.7117,0.28859999999999997,0.1409,0.1367,0.1858,0.069,0.444,0.37729999999999997,0.2749,0.23,0.4567,PB,Urban,Northern Zone
1468,Patiala,622.28,774.59,104.5,0.6747,0.8675499999999999,0.8930299999999999,0.8321999999999999,0.4507,0.7713,0.9261,0.42460000000000003,0.08220000000000001,0.6793,0.6145,0.31129999999999997,0.966,0.0255,0.9186,0.7759999999999999,0.4285,0.061200000000000004,0.08310000000000001,0.16820000000000002,0.12,0.5334,0.43700000000000006,0.34990000000000004,0.1911,0.31579999999999997,PB,Rural,Northern Zone
1471,Amritsar,605.71,783.9,122.0,0.6856,0.95584,0.9735400000000001,0.7168000000000001,0.4914,0.7117,0.7670999999999999,0.4167,0.0861,0.7005,0.7376,0.41950000000000004,0.8765000000000001,0.029900000000000003,0.9259999999999999,0.5448,0.37329999999999997,0.0632,0.0547,0.2029,0.1362,0.4446,0.5428999999999999,0.3862,0.1892,0.35100000000000003,PB,Rural,Northern Zone
1473,Tarn Taran,526.0,637.97,81.18,0.6912,0.9149200000000001,0.9980399999999999,0.754,0.4858,0.7415999999999999,0.7684000000000001,0.4378,0.0809,0.7694,0.4808,0.5703,0.9043000000000001,0.0426,0.9614,0.772,0.2602,0.02,0.0139,0.2429,0.1482,0.5355,0.4718,0.4475,0.25670000000000004,0.23,PB,Rural,Northern Zone
1475,Rupnagar,273.11,334.9,45.62,0.8029999999999999,0.9613400000000001,0.96722,0.7756000000000001,0.5763,0.8996,0.951,0.593,0.0417,0.6072,0.7422,0.5027,0.9283,0.026600000000000002,0.9404,0.7020000000000001,0.29719999999999996,0.0604,0.0484,0.1678,0.1282,0.6779000000000001,0.7493000000000001,0.5273,0.1466,0.382,PB,Rural,Northern Zone
